index,seq_number,content_encripted,high_security,n_forwards,destination,timestamp_sent,timestamp_received,latency,l_1,l_2
27,27,431447CBA39F0000,true,3,192.168.1.112,1623413105888,1623413105905,17,,17
28,28,400457C40DA50000,true,3,192.168.1.112,1623413105903,1623413105920,17,,17
29,30,ehg3g5lkz6q,false,1,192.168.1.114,1623413105928,1623413105931,3,3,
30,29,A35B7F4723DD0001,true,3,192.168.1.112,1623413105917,1623413105933,16,,16
31,31,fl0p0s9o4ma,false,1,192.168.1.114,1623413105939,1623413105942,3,3,
32,32,1284426323FD0000,true,3,192.168.1.112,1623413105954,1623413105970,16,,16
33,33,49AB434453D90001,true,3,192.168.1.112,1623413105968,1623413105979,11,,11
34,34,86747AC72C3D0000,true,3,192.168.1.112,1623413105982,1623413105993,11,,11
35,35,7b5at56w6p7,false,1,192.168.1.114,1623413105993,1623413105996,3,3,
36,36,nhia61xf3g,false,1,192.168.1.114,1623413106004,1623413106007,3,3,
37,37,4E844E8683F80001,true,3,192.168.1.112,1623413106018,1623413106028,10,,10
38,38,8C8E7BC5F35D0001,true,3,192.168.1.112,1623413106033,1623413106043,10,,10
39,39,1a066eplls7,false,1,192.168.1.114,1623413106043,1623413106046,3,3,
40,40,d10e707drqg,false,1,192.168.1.114,1623413106055,1623413106058,3,3,
41,41,40145B29939F0000,true,3,192.168.1.112,1623413106070,1623413106081,11,,11
42,42,E0FA634D27400001,true,3,192.168.1.112,1623413106085,1623413106095,10,,10
43,43,s4mmwcfkwz,false,1,192.168.1.114,1623413106099,1623413106101,2,2,
44,44,8FA40507A35C0001,true,3,192.168.1.112,1623413106111,1623413106121,10,,10
45,45,a7dcf4odc7a,false,1,192.168.1.114,1623413106121,1623413106124,3,3,
46,46,dkhhdim74c5,false,1,192.168.1.114,1623413106132,1623413106135,3,3,
47,47,b7qfgemnoo,false,1,192.168.1.114,1623413106144,1623413106146,2,2,
48,48,obywazm5odi,false,1,192.168.1.114,1623413106154,1623413106156,2,2,
49,49,gp2lflof33h,false,1,192.168.1.114,1623413106164,1623413106167,3,3,
50,50,027417E73DA30000,true,3,192.168.1.112,1623413106177,1623413106188,11,,11
51,51,4314570BA3EF0000,true,3,192.168.1.112,1623413106190,1623413106201,11,,11
52,52,uufkjyd65zh,false,1,192.168.1.114,1623413106202,1623413106205,3,3,
53,53,C32447CC69DA0000,true,3,192.168.1.112,1623413106214,1623413106224,10,,10
54,54,C2126BCD934F0001,true,3,192.168.1.112,1623413106226,1623413106236,10,,10
55,55,85s64sotnr,false,1,192.168.1.114,1623413106236,1623413106239,3,3,
56,56,yjcown80f39,false,1,192.168.1.114,1623413106248,1623413106250,2,2,
57,57,04C453DFBAF50000,true,3,192.168.1.112,1623413106262,1623413106272,10,,10
58,58,c7fi1tmwy2,false,1,192.168.1.114,1623413106272,1623413106275,3,3,
59,59,usup1bcbbm,false,1,192.168.1.114,1623413106282,1623413106285,3,3,
60,60,wpo9w7llrc,false,1,192.168.1.114,1623413106294,1623413106296,2,2,
61,61,06744F2AB58F0000,true,3,192.168.1.112,1623413106307,1623413106317,10,,10
62,62,j03djwrouq,false,1,192.168.1.114,1623413106317,1623413106320,3,3,
63,63,0g0ynw40mxkl,false,1,192.168.1.114,1623413106328,1623413106331,3,3,
64,64,ze9ojjnho8k,false,1,192.168.1.114,1623413106340,1623413106342,2,2,
65,65,0214D609323F0000,true,3,192.168.1.112,1623413106352,1623413106361,9,,9
66,66,83C9774703EC0001,true,3,192.168.1.112,1623413106364,1623413106373,9,,9
67,67,upuzdfjxgyj,false,1,192.168.1.114,1623413106374,1623413106377,3,3,
68,68,ylawm8qvevh,false,1,192.168.1.114,1623413106386,1623413106388,2,2,
69,69,C3F4572B939F0000,true,3,192.168.1.112,1623413106399,1623413106409,10,,10
70,70,4036D6DED3100001,true,3,192.168.1.112,1623413106412,1623413106422,10,,10
71,71,4314570BA3EF0000,true,3,192.168.1.112,1623413106425,1623413106434,9,,9
72,72,xljg2d9s1k,false,1,192.168.1.114,1623413106436,1623413106438,2,2,
73,73,le99mht7fhk,false,1,192.168.1.114,1623413106446,1623413106449,3,3,
74,74,rsgtihv0di,false,1,192.168.1.114,1623413106458,1623413106460,2,2,
75,75,1217smjzp8e,false,1,192.168.1.114,1623413106469,1623413106472,3,3,
76,76,e2nn3pzgoi,false,1,192.168.1.114,1623413106479,1623413106482,3,3,
77,77,433uldygj96,false,1,192.168.1.114,1623413106491,1623413106493,2,2,
78,78,dqmwjdw88sc,false,1,192.168.1.114,1623413106502,1623413106505,3,3,
79,79,6xv1ld8ojqe,false,1,192.168.1.114,1623413106512,1623413106515,3,3,
80,80,6iafzo99qwj,false,1,192.168.1.114,1623413106524,1623413106526,2,2,
81,81,y2mj9eegris,false,1,192.168.1.114,1623413106534,1623413106537,3,3,
82,82,58koo2x341m,false,1,192.168.1.114,1623413106544,1623413106547,3,3,
83,83,up0epstlpk,false,1,192.168.1.114,1623413106556,1623413106558,2,2,
84,84,bkbxrfkqjdp,false,1,192.168.1.114,1623413106567,1623413106569,2,2,
85,85,c1wdpp7q70d,false,1,192.168.1.114,1623413106577,1623413106580,3,3,
86,86,qpsosowspx9,false,1,192.168.1.114,1623413106589,1623413106591,2,2,
87,87,hfbhtyasa6q,false,1,192.168.1.114,1623413106600,1623413106602,2,2,
88,88,eqp296lknor,false,1,192.168.1.114,1623413106610,1623413106613,3,3,
89,89,ddstjc3uato,false,1,192.168.1.114,1623413106622,1623413106624,2,2,
90,90,8934A78323CF0000,true,3,192.168.1.112,1623413106635,1623413106645,10,,10
91,91,ymrfcdeydhi,false,1,192.168.1.114,1623413106647,1623413106650,3,3,
92,92,9n7s00gk4q,false,1,192.168.1.114,1623413106658,1623413106661,3,3,
93,93,d9qc1rkhhcj,false,1,192.168.1.114,1623413106669,1623413106672,3,3,
94,94,ei6doc4szdo,false,1,192.168.1.114,1623413106681,1623413106684,3,3,
95,95,qxx6uogt61,false,1,192.168.1.114,1623413106693,1623413106696,3,3,
96,96,6wqvogxllne,false,1,192.168.1.114,1623413106704,1623413106707,3,3,
97,97,426C3347F3020001,true,3,192.168.1.112,1623413106720,1623413106736,16,,16
98,99,xek9bqhg64g,false,1,192.168.1.114,1623413106746,1623413106749,3,3,
99,98,8315773763070001,true,3,192.168.1.112,1623413106734,1623413106750,16,,16
100,100,b6roigbbwze,false,1,192.168.1.114,1623413106757,1623413106760,3,3,
101,101,xyu0toiyhnq,false,1,192.168.1.114,1623413106769,1623413106772,3,3,
102,102,7mv20ci477s,false,1,192.168.1.114,1623413106781,1623413106784,3,3,
103,103,l8j6kidz5e,false,1,192.168.1.114,1623413106793,1623413106795,2,2,
104,104,60806B4DA31E0001,true,3,192.168.1.112,1623413106807,1623413106822,15,,15
105,105,1vsbt5o6gyr,false,1,192.168.1.114,1623413106819,1623413106824,5,5,
106,106,czsnd35fbqp,false,1,192.168.1.114,1623413106830,1623413106833,3,3,
107,107,xq1jdcie5dk,false,1,192.168.1.114,1623413106841,1623413106844,3,3,
108,108,5ps6q1oosv6,false,1,192.168.1.114,1623413106853,1623413106856,3,3,
109,109,ucuwq2zdy4c,false,1,192.168.1.114,1623413106864,1623413106867,3,3,
110,110,ohy1ru1qe5,false,1,192.168.1.114,1623413106876,1623413106879,3,3,
111,111,CC84120143420000,true,3,192.168.1.112,1623413106891,1623413106907,16,,16
112,113,ye6r5x7nkva,false,1,192.168.1.114,1623413106917,1623413106920,3,3,
113,112,B1E45186A57A0001,true,3,192.168.1.112,1623413106905,1623413106922,17,,17
114,114,42B464D893490000,true,3,192.168.1.112,1623413106932,1623413106948,16,,16
115,115,C1247F4803DE0000,true,3,192.168.1.112,1623413106947,1623413106962,15,,15
116,116,C5F4758DDF280000,true,3,192.168.1.112,1623413106963,1623413106979,16,,16
117,118,resp08qyaxq,false,1,192.168.1.114,1623413106989,1623413106992,3,3,
118,117,4320870BABAD0001,true,3,192.168.1.112,1623413106977,1623413106994,17,,17
119,120,kxg0y12rvh,false,1,192.168.1.114,1623413107016,1623413107019,3,3,
120,119,C1706F4C97810001,true,3,192.168.1.112,1623413107005,1623413107021,16,,16
121,121,bvhiptxch0t,false,1,192.168.1.114,1623413107028,1623413107031,3,3,
122,122,bup4mobl8wb,false,1,192.168.1.114,1623413107040,1623413107042,2,2,
123,123,93043DBBD30F0000,true,3,192.168.1.112,1623413107054,1623413107065,11,,11
124,124,oz0y6gm02p,false,1,192.168.1.114,1623413107066,1623413107069,3,3,
125,125,C24479002C0B0001,true,3,192.168.1.112,1623413107081,1623413107092,11,,11
126,126,2ujsggq0aly,false,1,192.168.1.114,1623413107094,1623413107097,3,3,
127,127,nxmgr7rvjzj,false,1,192.168.1.114,1623413107105,1623413107108,3,3,
128,128,g3m2cqrbm4b,false,1,192.168.1.114,1623413107117,1623413107120,3,3,
129,129,C0367B468C350000,true,3,192.168.1.112,1623413107133,1623413107144,11,,11
130,130,4344F70BE3EF0000,true,3,192.168.1.112,1623413107150,1623413107160,10,,10
131,131,ceff8zujut,false,1,192.168.1.114,1623413107162,1623413107164,2,2,
132,132,fq3q1ah2j37,false,1,192.168.1.114,1623413107173,1623413107176,3,3,
133,133,h2hra33g544,false,1,192.168.1.114,1623413107185,1623413107188,3,3,
134,134,niih290bcl,false,1,192.168.1.114,1623413107196,1623413107198,2,2,
135,135,nuh9dv4qqr,false,1,192.168.1.114,1623413107206,1623413107209,3,3,
136,136,w17629lb0s,false,1,192.168.1.114,1623413107218,1623413107221,3,3,
137,137,polaww6ag6n,false,1,192.168.1.114,1623413107230,1623413107233,3,3,
138,138,83hlpbqvb0l,false,1,192.168.1.114,1623413107241,1623413107243,2,2,
139,139,hb8tkk9rpcl,false,1,192.168.1.114,1623413107251,1623413107254,3,3,
140,140,65hr30obatp,false,1,192.168.1.114,1623413107263,1623413107266,3,3,
141,141,ut6pr7tucl,false,1,192.168.1.114,1623413107275,1623413107278,3,3,
142,142,50844F0963BF0000,true,3,192.168.1.112,1623413107287,1623413107298,11,,11
143,143,5B94950B9A570001,true,3,192.168.1.112,1623413107301,1623413107312,11,,11
144,144,5E3985CD64880001,true,3,192.168.1.112,1623413107314,1623413107325,11,,11
145,145,rup55jquc3g,false,1,192.168.1.114,1623413107325,1623413107328,3,3,
146,146,vx2hxe2pzf,false,1,192.168.1.114,1623413107337,1623413107340,3,3,
147,147,idrxuxiceto,false,1,192.168.1.114,1623413107349,1623413107352,3,3,
148,148,m24gyq794vd,false,1,192.168.1.114,1623413107360,1623413107362,2,2,
149,149,t0u2i8jasq,false,1,192.168.1.114,1623413107370,1623413107373,3,3,
150,150,y8n41gyey0p,false,1,192.168.1.114,1623413107382,1623413107385,3,3,
151,151,42224DC6F39B0001,true,3,192.168.1.112,1623413107396,1623413107406,10,,10
152,152,g9abt2c6dhn,false,1,192.168.1.114,1623413107406,1623413107409,3,3,
153,153,48c8e2axcxf,false,1,192.168.1.114,1623413107418,1623413107421,3,3,
154,154,in2clwnnen,false,1,192.168.1.114,1623413107430,1623413107433,3,3,
155,155,0ttkd1e0nsol,false,1,192.168.1.114,1623413107441,1623413107443,2,2,
156,156,ypw23wphns8,false,1,192.168.1.114,1623413107451,1623413107454,3,3,
157,157,7i0i0dwlmwt,false,1,192.168.1.114,1623413107463,1623413107466,3,3,
158,158,4hywpcxwkmn,false,1,192.168.1.114,1623413107475,1623413107477,2,2,
159,159,080B9BCEDAD10000,true,3,192.168.1.112,1623413107487,1623413107498,11,,11
160,160,11nek82hjte,false,1,192.168.1.114,1623413107499,1623413107502,3,3,
161,161,yjtk0k5kq8,false,1,192.168.1.114,1623413107511,1623413107513,2,2,
164,164,91A52C46E3A10001,true,3,192.168.1.112,1623413107547,1623413107558,11,,11
165,165,vfo6si83cl,false,1,192.168.1.114,1623413107559,1623413107562,3,3,
166,166,hdxox36var,false,1,192.168.1.114,1623413107571,1623413107574,3,3,
167,167,ka9yynwgy3,false,1,192.168.1.114,1623413107582,1623413107585,3,3,
168,168,t13816e6dar,false,1,192.168.1.114,1623413107592,1623413107595,3,3,
169,169,uudtucbdr5k,false,1,192.168.1.114,1623413107604,1623413107607,3,3,
170,170,rbvbjbx7m8,false,1,192.168.1.114,1623413107616,1623413107619,3,3,
171,171,pc8hs8i7o6,false,1,192.168.1.114,1623413107627,1623413107629,2,2,
172,172,59586682E3D30000,true,3,192.168.1.112,1623413107640,1623413107650,10,,10
173,173,ku3f2rlsyu,false,1,192.168.1.114,1623413107652,1623413107655,3,3,
174,174,4BD159A333A30000,true,3,192.168.1.112,1623413107664,1623413107675,11,,11
175,175,alo6jvaokqi,false,1,192.168.1.114,1623413107676,1623413107679,3,3,
176,176,8b6e3h5f0f7,false,1,192.168.1.114,1623413107688,1623413107691,3,3,
177,177,b1x7khz4ok,false,1,192.168.1.114,1623413107699,1623413107702,3,3,
178,178,u5mxprwd969,false,1,192.168.1.114,1623413107709,1623413107713,4,4,
179,179,i106sa9ne6b,false,1,192.168.1.114,1623413107721,1623413107724,3,3,
180,180,oc3rj1azysl,false,1,192.168.1.114,1623413107733,1623413107736,3,3,
162,162,8404694EDB530000,true,3,192.168.1.112,1623413107523,1623413107535,12,,12
181,181,07t08r3qub4e,false,1,192.168.1.114,1623413107744,1623413107746,2,2,
182,182,z414qik8ge,false,1,192.168.1.114,1623413107754,1623413107757,3,3,
183,183,49zfhzo9bm8,false,1,192.168.1.114,1623413107766,1623413107769,3,3,
184,185,rnkmmvwye,false,1,192.168.1.114,1623413107791,1623413107793,2,2,
185,184,83A53757E3A70001,true,3,192.168.1.112,1623413107780,1623413107796,16,,16
186,186,tvql83q1qw,false,1,192.168.1.114,1623413107802,1623413107805,3,3,
187,187,207A4B8D06940001,true,3,192.168.1.112,1623413107816,1623413107832,16,,16
188,188,C1B46F1DC3D70001,true,3,192.168.1.112,1623413107828,1623413107843,15,,15
189,189,na678usmtp,false,1,192.168.1.114,1623413107840,1623413107844,4,4,
190,191,18r8r2oaf8w,false,1,192.168.1.114,1623413107865,1623413107867,2,2,
191,190,D283330990300000,true,3,192.168.1.112,1623413107854,1623413107870,16,,16
192,192,48j7b785tl5,false,1,192.168.1.114,1623413107876,1623413107879,3,3,
193,193,s1lavn8clxm,false,1,192.168.1.114,1623413107888,1623413107891,3,3,
194,194,5kkpa4u60x6,false,1,192.168.1.114,1623413107900,1623413107903,3,3,
195,195,1j8s957uq42,false,1,192.168.1.114,1623413107911,1623413107913,2,2,
196,196,9iiawbvsuzf,false,1,192.168.1.114,1623413107921,1623413107925,4,4,
197,198,ui22cm1981p,false,1,192.168.1.114,1623413107946,1623413107949,3,3,
198,197,A3E44400C37E0000,true,3,192.168.1.112,1623413107936,1623413107952,16,,16
199,199,xet563axi5n,false,1,192.168.1.114,1623413107958,1623413107961,3,3,
163,163,lx25bt265d,false,1,192.168.1.114,1623413107535,1623413107538,3,3,
200,200,00sqrwljnlml,false,1,192.168.1.114,1623413107970,1623413107973,3,3,
201,201,09D16B45DAE60000,true,3,192.168.1.112,1623413107982,1623413107997,15,,15
202,203,4s6hngqr89y,false,1,192.168.1.114,1623413108007,1623413108010,3,3,
203,202,04943FCAB3900000,true,3,192.168.1.112,1623413107996,1623413108012,16,,16
204,204,huigx8857il,false,1,192.168.1.114,1623413108018,1623413108020,2,2,
205,205,ofv1yxt78u,false,1,192.168.1.114,1623413108029,1623413108032,3,3,
206,206,1vuhegz8oyf,false,1,192.168.1.114,1623413108041,1623413108044,3,3,
207,207,f1tcip6hj6,false,1,192.168.1.114,1623413108052,1623413108054,2,2,
208,208,ptfyo79hv2n,false,1,192.168.1.114,1623413108063,1623413108066,3,3,
209,209,6ns4ywje7ma,false,1,192.168.1.114,1623413108075,1623413108078,3,3,
210,210,i3slpsuuhgn,false,1,192.168.1.114,1623413108086,1623413108088,2,2,
211,212,o8h94i4bu7s,false,1,192.168.1.114,1623413108110,1623413108113,3,3,
212,211,03C44E6AA3490000,true,3,192.168.1.112,1623413108098,1623413108114,16,,16
213,213,lwjfdvp3gha,false,1,192.168.1.114,1623413108121,1623413108123,2,2,
214,215,kc74j7g86qs,false,1,192.168.1.114,1623413108145,1623413108148,3,3,
215,214,C0B4680B7A450001,true,3,192.168.1.112,1623413108133,1623413108149,16,,16
216,216,38jaxqsdveq,false,1,192.168.1.114,1623413108156,1623413108158,2,2,
217,218,1hw6sg1lzow,false,1,192.168.1.114,1623413108182,1623413108185,3,3,
218,217,018B5FD1C8AE0001,true,3,192.168.1.112,1623413108170,1623413108186,16,,16
219,219,2374372D63E00001,true,3,192.168.1.112,1623413108194,1623413108210,16,,16
220,221,l0ebw200lor,false,1,192.168.1.114,1623413108221,1623413108224,3,3,
221,220,A6AC530B13C50000,true,3,192.168.1.112,1623413108209,1623413108226,17,,17
222,222,uc22hl690th,false,1,192.168.1.114,1623413108233,1623413108236,3,3,
223,223,zvgl9vq1lpq,false,1,192.168.1.114,1623413108244,1623413108247,3,3,
224,224,q4i71b9em3,false,1,192.168.1.114,1623413108255,1623413108258,3,3,
225,225,meyvosk932c,false,1,192.168.1.114,1623413108266,1623413108268,2,2,
226,226,o16liky28b,false,1,192.168.1.114,1623413108277,1623413108280,3,3,
227,228,74f455zqhp8,false,1,192.168.1.114,1623413108303,1623413108306,3,3,
228,227,4094734A333E0000,true,3,192.168.1.112,1623413108291,1623413108308,17,,17
229,230,hu0ci3uu2wl,false,1,192.168.1.114,1623413108327,1623413108329,2,2,
230,229,A2DDEF4343480000,true,3,192.168.1.112,1623413108316,1623413108331,15,,15
232,232,xuuwhwolhr,false,1,192.168.1.114,1623413108349,1623413108352,3,3,
231,231,aav7rs01gdq,false,1,192.168.1.114,1623413108337,1623413108340,3,3,
234,235,yxri4vnv4e,false,1,192.168.1.114,1623413108386,1623413108389,3,3,
235,234,F2447BD867230000,true,3,192.168.1.112,1623413108375,1623413108391,16,,16
233,233,bnty1as7k0d,false,1,192.168.1.114,1623413108361,1623413108364,3,3,
236,237,98qffve8zm5,false,1,192.168.1.114,1623413108410,1623413108413,3,3,
238,239,3tlkyzlc0h1,false,1,192.168.1.114,1623413108435,1623413108438,3,3,
240,240,0dnuaooud94,false,1,192.168.1.114,1623413108446,1623413108449,3,3,
239,238,A0145B89934F0000,true,3,192.168.1.112,1623413108424,1623413108440,16,,16
243,243,1604420273C60000,true,3,192.168.1.112,1623413108482,1623413108497,15,,15
241,241,0k7npjbbuyru,false,1,192.168.1.114,1623413108456,1623413108459,3,3,
242,242,eck7a54humw,false,1,192.168.1.114,1623413108468,1623413108471,3,3,
244,245,5z9snq5iz5,false,1,192.168.1.114,1623413108507,1623413108510,3,3,
245,244,41037F06AA120000,true,3,192.168.1.112,1623413108495,1623413108512,17,,17
246,246,b73xlaa2mia,false,1,192.168.1.114,1623413108519,1623413108522,3,3,
247,247,1wfhkzcwmal,false,1,192.168.1.114,1623413108531,1623413108534,3,3,
248,248,5wkyp6r044n,false,1,192.168.1.114,1623413108543,1623413108546,3,3,
249,249,he4sdlyt8wf,false,1,192.168.1.114,1623413108554,1623413108556,2,2,
250,250,80746F4274110000,true,3,192.168.1.112,1623413108566,1623413108582,16,,16
251,251,4314F70BA3EF0000,true,3,192.168.1.112,1623413108580,1623413108595,15,,15
252,252,sjgbeqdx6eh,false,1,192.168.1.114,1623413108592,1623413108597,5,5,
253,253,yggsq5ropph,false,1,192.168.1.114,1623413108604,1623413108607,3,3,
254,255,5ivvjlqa0gr,false,1,192.168.1.114,1623413108628,1623413108630,2,2,
255,254,8364561C176F0001,true,3,192.168.1.112,1623413108617,1623413108632,15,,15
256,256,whr5bs9vvfh,false,1,192.168.1.114,1623413108639,1623413108642,3,3,
257,257,my7no68evvi,false,1,192.168.1.114,1623413108651,1623413108654,3,3,
258,258,9dpzj0busw4,false,1,192.168.1.114,1623413108663,1623413108666,3,3,
259,260,goel8cze3rl,false,1,192.168.1.114,1623413108688,1623413108690,2,2,
260,259,CD84FF8023B10000,true,3,192.168.1.112,1623413108677,1623413108692,15,,15
261,261,p6ngr2067d8,false,1,192.168.1.114,1623413108699,1623413108702,3,3,
262,263,35ktvof6q8,false,1,192.168.1.114,1623413108723,1623413108726,3,3,
263,262,822A7247737D0001,true,3,192.168.1.112,1623413108711,1623413108728,17,,17
264,264,vl6npkakbt,false,1,192.168.1.114,1623413108735,1623413108738,3,3,
265,266,g87r2tevtlk,false,1,192.168.1.114,1623413108760,1623413108762,2,2,
266,265,F3C45F59B7930000,true,3,192.168.1.112,1623413108749,1623413108764,15,,15
267,267,rmgrbmlni5,false,1,192.168.1.114,1623413108770,1623413108773,3,3,
268,268,sow49wvq8d,false,1,192.168.1.114,1623413108782,1623413108785,3,3,
269,269,uawfi2q7rxo,false,1,192.168.1.114,1623413108794,1623413108797,3,3,
270,270,CD35030293030000,true,3,192.168.1.112,1623413108809,1623413108825,16,,16
271,272,xubjh8w7nnk,false,1,192.168.1.114,1623413108833,1623413108836,3,3,
272,271,80443093F5440000,true,3,192.168.1.112,1623413108821,1623413108838,17,,17
273,273,vuosvzfz4q,false,1,192.168.1.114,1623413108845,1623413108848,3,3,
274,274,8e7zewrbe1q,false,1,192.168.1.114,1623413108857,1623413108860,3,3,
275,276,sd55unrnjk,false,1,192.168.1.114,1623413108882,1623413108885,3,3,
276,275,D9347BB563A70001,true,3,192.168.1.112,1623413108871,1623413108887,16,,16
277,277,70wo7mv2obx,false,1,192.168.1.114,1623413108893,1623413108895,2,2,
278,278,0dq6l2yfkiaj,false,1,192.168.1.114,1623413108904,1623413108906,2,2,
279,279,vqwug1m09d,false,1,192.168.1.114,1623413108915,1623413108921,6,6,
280,280,6zpze1mj3ar,false,1,192.168.1.114,1623413108927,1623413108945,18,18,
281,281,mj2lqwp9zon,false,1,192.168.1.114,1623413108939,1623413108947,8,8,
282,282,7eppwswjgdt,false,1,192.168.1.114,1623413108951,1623413108954,3,3,
283,283,1hw63vrcqbl,false,1,192.168.1.114,1623413108963,1623413108966,3,3,
284,284,226ksad1q7r,false,1,192.168.1.114,1623413108974,1623413108976,2,2,
285,286,5ct8c1dv5qm,false,1,192.168.1.114,1623413108998,1623413109001,3,3,
286,285,4314E75BA3EF0000,true,3,192.168.1.112,1623413108986,1623413109003,17,,17
287,287,kiwhw1zf7j,false,1,192.168.1.114,1623413109010,1623413109013,3,3,
288,288,cnlzaugqr26,false,1,192.168.1.114,1623413109022,1623413109025,3,3,
289,289,qp2dfmk3kam,false,1,192.168.1.114,1623413109034,1623413109037,3,3,
290,291,sozkb5ykjim,false,1,192.168.1.114,1623413109059,1623413109062,3,3,
291,290,439C5359C8160001,true,3,192.168.1.112,1623413109047,1623413109063,16,,16
292,293,l4th8x09k5,false,1,192.168.1.114,1623413109083,1623413109086,3,3,
293,292,81546702034F0000,true,3,192.168.1.112,1623413109071,1623413109088,17,,17
294,294,0t5blsod9su,false,1,192.168.1.114,1623413109095,1623413109098,3,3,
295,295,mzsv94czjyb,false,1,192.168.1.114,1623413109107,1623413109110,3,3,
296,297,scd8i7gpn9,false,1,192.168.1.114,1623413109132,1623413109135,3,3,
297,296,E3C96EC893E00000,true,3,192.168.1.112,1623413109121,1623413109137,16,,16
298,298,0pxnfb5x5t6p,false,1,192.168.1.114,1623413109143,1623413109145,2,2,
299,299,2gf6wli39w8,false,1,192.168.1.114,1623413109154,1623413109157,3,3,
300,300,rufz5hvdgh,false,1,192.168.1.114,1623413109166,1623413109169,3,3,
301,301,p07erye5ic,false,1,192.168.1.114,1623413109178,1623413109181,3,3,
302,302,8h72k0vqoip,false,1,192.168.1.114,1623413109190,1623413109193,3,3,
303,304,h46cz5a8ulg,false,1,192.168.1.114,1623413109216,1623413109219,3,3,
304,303,E3885A4081D20000,true,3,192.168.1.112,1623413109205,1623413109221,16,,16
305,305,n64akyii4z,false,1,192.168.1.114,1623413109227,1623413109229,2,2,
306,306,0xfs2ykwpj1r,false,1,192.168.1.114,1623413109237,1623413109240,3,3,
307,307,kpvh2eqz3b9,false,1,192.168.1.114,1623413109249,1623413109252,3,3,
308,308,u2c39h91ct,false,1,192.168.1.114,1623413109261,1623413109264,3,3,
309,309,iq0455un39,false,1,192.168.1.114,1623413109273,1623413109276,3,3,
311,311,81A5B748A3190000,true,3,192.168.1.112,1623413109299,1623413109316,17,,17
310,310,02B446A8A3E90000,true,3,192.168.1.112,1623413109287,1623413109302,15,,15
312,312,91844BE344D00000,true,3,192.168.1.112,1623413109313,1623413109328,15,,15
313,313,99but6oea0m,false,1,192.168.1.114,1623413109325,1623413109329,4,4,
314,314,j6xvfx6f9oe,false,1,192.168.1.114,1623413109337,1623413109340,3,3,
315,315,0dggr1m5utrl,false,1,192.168.1.114,1623413109348,1623413109350,2,2,
316,316,b2gjttojn14,false,1,192.168.1.114,1623413109359,1623413109362,3,3,
317,317,6ioe6ilvzq2,false,1,192.168.1.114,1623413109370,1623413109372,2,2,
318,318,m6yy5cf8z1n,false,1,192.168.1.114,1623413109381,1623413109383,2,2,
319,320,ujykh8vnqyd,false,1,192.168.1.114,1623413109406,1623413109409,3,3,
320,319,7B2667C5786C0000,true,3,192.168.1.112,1623413109394,1623413109410,16,,16
321,321,m7i3mnqvsb,false,1,192.168.1.114,1623413109418,1623413109421,3,3,
324,324,33wrmbuv1dq,false,1,192.168.1.114,1623413109452,1623413109455,3,3,
